Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
199348906,Never Enough: From Barista to Billionaire,Andrew  Wilkinson,"Wilkinson, Andrew",,"=""1637744765""","=""9781637744765""",4,4.40,Matt Holt Books,Hardcover,288,2024,,2025/06/14,2025/02/02,,,read,"<b>The twentieth spoon full of ice cream never quite hits like the first.</b><br/><br/>A fascinating firsthand look into what it's like to be a billionaire. Wilkinson dishes (most of) it all out. A great book to learn how to develop the mindset of a businessman, tapping into those soft skills that textbooks can't quite teach.<br/><br/>The book does feel honest and not too ghostwritten, but Wilkinson does tend to have a bit of an ego and is quite out of touch with the way he talks about money. (e.g. ""only half a million dollars""?) The title itself is telling enough, because it seems to be the exact opposite of the altruistic contentment he advocates for by the end of the book. Some people are just wired to be hungry, great businessmen, and Wilkinson seems to be one of them.<br/><br/>I quite enjoyed it just because it opened my eyes to the many inner workings of a company (and many potential failures) that I haven't personally yet experienced. It's inspiring to see a designer become a billionaire for once.<br/><br/>----------------------------------------<br/><i><br/>The big money is not in the buying or selling, but in the waiting.<br/><br/>A business was, at its core, about solving problems for other people.<br/><br/>My sales technique was simple. Be fun to drink with, and ask a ton of questions.<br/><br/>At conferences I quickly started to learn that the most important business connections were made in bars, gossiping with drunk executives. Buying a round of drinks often generated a huge return on investment.<br/><br/>You don't know who's swimming naked until the tide goes out.<br/><br/>I realized through it all that in Silicon Valley everyone plays nice, wearing goofy hoodies and padding around in Allbirds, looking like friendly college kids. But inside, most were just as ruthless as their Wall Street counterparts. I soon came to prefer the super-direct pseudo-assholes I worked for over the fake magnanimous ones.<br/><br/>It's not enough to do what you love. You also have to stop doing what you hate. <br/><br/>The tallest blade of grass is first to get cut.<br/><br/>Either it's hell yeah, or it's no. <br/></i>",,,1,0
27793819,Madonna in a Fur Coat,Sabahattin Ali,"Ali, Sabahattin","Maureen Freely, Alexander Dawe","=""014198127X""","=""9780141981277""",5,4.34,Penguin,Kindle Edition,168,2016,1943,2025/06/05,2025/01/11,favorites,favorites (#28),read,"<b> The essence of life is in solitude – wouldn’t you agree? All unions are built on falsehood. People can only get to know each other up to a point and then they make up the rest, until one day, seeing their mistake, they turn their backs on sadness and run away. </b><br/><br/>Devastating, but spectacular. So rarely is an artist at the peak of their craft like this. This book flows so beautifully and richly in a way that I haven't seen in a while. It was a real treat that I couldn't stop myself from reading greedily, but unfortunately it did leave me in a terrible cloud for a few days from the depressing, but romantic, heartbreak. <br/><br/>I think this is what Kafka meant when he said that ""A book must be the axe for the frozen sea within us.""<br/><br/>------------------------------------<br/><i><br/>Can there be any sweeter intoxication than exerting power and authority over your own kind?<br/><br/>I had yet to learn that nothing in this world can ever match the marvels that we conjure up in our own minds.<br/><br/>To pity another is to assume superiority. <br/><br/>For our lives were governed by trivial details. Indeed, trivial details were what true life was made of. The logic in our minds had always been at odds with the logic of life itself.<br/></i>",,,1,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",0,4.15,Oxford University Press,Paperback,249,2004,1817,,2025/06/12,to-read,to-read (#298),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.21,Harper Business,Paperback,320,2006,1984,,2025/06/02,to-read,to-read (#297),to-read,,,,0,0
55880908,On the Road,Jack Kerouac,"Kerouac, Jack",Ann Charters,"=""0141182679""","=""9780141182674""",0,3.61,Penguin Modern Classics,Paperback,281,2020,1957,,2025/05/30,to-read,to-read (#296),to-read,,,,0,0
53223710,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456211""","=""9781609456214""",4,3.78,Europa Editions,Hardcover,192,2021,2009,2025/05/26,2025/05/20,,,read,"<b>When you really look at what's going on, everyone's living in their own world.</b><br/><br/>A secret wonderful treat. This book comes from the same beautiful tortured realm of Murakami. At times it almost feels like trauma porn, too overly indulgent ... but still raises some interesting deep philosophies about life because of it.  All I can say is that I am extremely glad that I never read this in high school.<br/><br/>This book offers a refreshing glimpse into that uniquely Japanese tendency to live completely inside your own head, in your own world. Very rare and precious. <br/><br/>------------------------------------<br/><i><br/>I wonder if anyone can ever actually stop thinking.<br/><br/>What matters is that all the pain, and all the sadness, have meaning. <br/><br/>People are always dying. It's a perfect truth. <br/><br/>Living is really just waiting to die. And if that's true, why bother living at all?<br/><br/>Nobody does anything because they have the right. They do it because they want to.<br/><br/>If anything has meaning, everything does. And if nothing has meaning, nothing does. <br/></i>",,,1,0
15903745,An Ideal Husband,Oscar Wilde,"Wilde, Oscar",,"=""1909175072""","=""9781909175075""",4,4.01,Sovereign,Paperback,128,2012,1893,2025/05/02,2023/09/09,,,read,"<b>""Only dull people are brilliant at breakfast.""</b><br/><br/>Comedic truth. Such a fun experience, especially as an audiobook when the characters are played by quite famous actors/actresses with the most satisfying delicious accents.<br/><br/>-----------------------------<br/><i><br/>""You have never been poor, and never known what ambition is.""<br/><br/>""Morality is simply the attitude we adopt toward people whom we personally dislike.""<br/><br/>""It is not the perfect, but the imperfect, who have need of love.""<br/><br/>""To love oneself is the beginning of a lifelong romance.""<br/></i>",,,1,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",3,3.57,Scribner,Paperback,56,2007,1922,2025/05/02,2023/08/19,,,read,"Really quite a curious book ... I wonder how Fitzgerald even came up with this concept. A short, fascinating little exploration on the strange concept of age. ",,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",3,4.12,Harper,Mass Market Paperback,417,2003,1967,2025/05/07,2020/12/23,,,read,"absolutely iconic but ... unfortunately felt a bit too long and convoluting for me. I couldn't keep track of all the characters and the crazy whimsical magical happenings. I know there must be themes and deep meanings hidden within this book, but sadly I was too busy being confused to pick up on any of them. Perhaps it was reader error, but this book unfortunately did not develop into the magical experience I had heard it could be. ",,,1,0
406235,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Laurel,Paperback,178,1988,1956,,2025/04/20,"to-read, tr-hopefully-soon","to-read (#295), tr-hopefully-soon (#29)",to-read,,,,0,0
17143,Go Tell It on the Mountain,James Baldwin,"Baldwin, James",,"=""0141185910""","=""9780141185910""",0,4.05,Penguin,Paperback,256,2001,1953,,2025/04/20,to-read,to-read (#294),to-read,,,,0,0
59918630,The Gang of Four Design Patterns Simplified: All the 23 design patterns explained in simple language with use cases and java code.,Vijay Sahaya Raja,"Raja, Vijay Sahaya",,"=""""","=""""",0,3.56,,Kindle Edition,290,2021,,,2025/04/20,to-read,to-read (#293),to-read,,,,0,0
248665,"A Spy in the House of Love (Cities of the Interior, #4)",Anaïs Nin,"Nin, Anaïs",,"=""0671871390""","=""9780671871390""",0,3.72,Pocket Books,Mass Market Paperback,166,1994,1954,,2025/04/14,to-read,to-read (#292),to-read,,,,0,0
347852,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",M. Scott Peck,"Peck, M. Scott",,"=""""","=""""",0,4.08,Simon & Schuster,Paperback,320,1978,1978,,2025/04/12,to-read,to-read (#291),to-read,,,,0,0
35721156,The Flavor Matrix: The Art and Science of Pairing Common Ingredients to Create Extraordinary Dishes,James Briscione,"Briscione, James",Brooke Parkhurst,"=""0544809963""","=""9780544809963""",0,4.27,Harvest,Hardcover,320,2018,,,2025/04/12,to-read,to-read (#290),to-read,,,,0,0
22474925,Notes from a Dead House,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0307959597""","=""9780307959591""",0,4.05,Alfred A. Knopf,Hardcover,336,2015,1861,,2025/02/12,"to-read, tr-hopefully-soon","to-read (#287), tr-hopefully-soon (#28)",to-read,,,,0,0
61286756,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,David Bayles,"Bayles, David",,"=""1800815972""","=""9781800815971""",0,3.77,Souvenir Press Ltd,Hardcover,144,2023,1994,,2023/08/26,to-read,to-read (#228),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",4,3.96,Back Bay Books,Paperback,296,2007,2005,2025/03/20,2025/01/18,,,read,"<b>""We need to respect the fact that it is possible to know without knowing why we know and accept that — sometimes — we're better off that way.""</b><br/><br/>Fascinating argument favoring split-second ""blink"" decisions over prolonged, calculated reasoning. Gladwell is just a captivating author—even though this is non-fiction, it feels like you're having a conversation with him as he brings up story after story to prove his point. Perhaps a bit too long and rambling at points (defeats the whole point of a split-second ""blink"") lol but overall I highly enjoyed this. Any Gladwell book is always a lovely treat to read. <br/><br/>------------------------------------------------------------<br/><i><br/>""In the act of tearing something apart, you lose its meaning.""<br/><br/>""The big giant is tied down by those little rules and regulations and procedures. And the little guy? He just runs around and does what he wants.""</i>",,,1,0
36820477,The Cost of Living: A Working Autobiography,Deborah Levy,"Levy, Deborah",,"=""163557191X""","=""9781635571912""",0,4.17,Bloomsbury Publishing,Hardcover,144,2018,2018,,2025/03/30,to-read,to-read (#289),to-read,,,,0,0
14546626,Total Recall: My Unbelievably True Life Story,Arnold Schwarzenegger,"Schwarzenegger, Arnold",Peter Petre,"=""1451662432""","=""9781451662436""",5,4.17,Simon & Schuster,Hardcover,656,2012,2012,2023/07/15,2023/06/28,,,read,"<b>""After that, I never went to a competition to compete. I went to win. Even though I didn’t win every time, that was my mind-set. I became a total animal.""</b><br/><br/>Champion Bodybuilder. ✅ A-list actor. ✅ Governor of California. ✅ If his resume doesn't prove it already, this book might—this man is the real deal. A disciplined machine (or animal, as he says) with superhuman pain tolerance against the obstacles of achieving his crystal-clear visions. He drops all the secrets to his success so freely here—it's very inspiring to share in his huge hunger, whetting our own. Of course he has his extreme flaws too; there's always the smooth sanguine pride necessary for survival in politics/business/Hollywood, and it is very hard to get over the fact that he cheated on his wife. But the sheer human effort he put into achieving his goals sets a rock-hard example. He was someone who was truly in touch with his inner desires and did what was required to manifest them out into the world. <br/><br/>This book could have used some cutting and sometimes seems play-by-play ghostwritten—but there's probably a reason why Schwarzenegger did not choose writing as a profession. This book tells a fascinating, otherworldly, and superhuman story. The craziest part is that it's true.<br/><br/>---------------------------------------------<br/><br/>CHAPTER 1<br/><br/>""[My father's] answer to life was discipline ... I never felt that I was good enough, strong enough, smart enough. He let me know that there was always room for improvement. A lot of sons would have been crippled by his demands, but instead the discipline rubbed off on me. I turned it into drive.”<br/><br/>""The vision became so clear in my mind that I felt like it had to happen. There was no alternative. It was this, or nothing.""<br/><br/>CHAPTER 3<br/><br/>""I didn't mind basic training. It taught me that something that seems impossible at the start can be achieved.""<br/><br/>CHAPTER 4<br/><br/>""After that, I never went to a competition to compete. I went to win. Even though I didn’t win every time, that was my mind-set. I became a total animal.""<br/><br/><b>""But I was wild <i>only</i> when I was wild. When it was time to train, I never missed a session.""</b><br/><br/>""'The limit is in your mind,' he said. 'Think about it.' And he was right. The limit I thought existed was purely psychological. Now that I've seen someone doing 1000 pounds, I started making leaps in my training. It showed the power of mind over body.""<br/><br/>CHAPTER 5<br/><br/>""I was amazed by how much Americans liked to celebrate. I'd never celebrated a birthday until I came to America. I'd never even seen a cake with candles."" <br/><br/>CHAPTER 8<br/><br/><b>""It might seem I was handcuffing myself by setting such specific goals, but it was actually just the opposite. I found it liberating. Knowing exactly where I wanted to end up freed me totally to improvise how to get there.""</b><br/><br/>""I learned that staying on top of the hill is harder than climbing it.""<br/><br/>""Often it's easier to make a decision when you don't know as much because then you can't overthink.""<br/><br/>CHAPTER 9<br/><br/>""Just remember when they say no, you hear yes—and act accordingly. Someone says to you, 'We can't do this movie,' you hug him and say, 'Thank you for believing in me.'""<br/><br/>CHAPTER 10<br/><br/>""I liked the idea of staying hungry in life, and never staying in one place.""<br/><br/>CHAPTER 11<br/><br/>""But I believe that the only way you become a leading man is by treating yourself like a leading man and working your ass off. If you don't believe in yourself, then how will anyone else believe in you?""<br/><br/>CHAPTER 14<br/><br/>""Look at the faces of people who went through horrible times. Look at the lines, the character in their faces. You can't fake that. These people have principles that they will stand and die for.""<br/><br/>CHAPTER 15<br/><br/>""My definition of living is to have excitement always. That's the difference between living and existing.""<br/><br/>CHAPTER 16<br/><br/>""Don't go where it's crowded. Go where it's empty. Even though it's harder to get there, that's where you belong, and where there's less competition.""<br/><br/>""I had a new vision in front of me, and I always feel that if I can see it, and believe it, then I can achieve it.""<br/><br/>CHAPTER 17<br/><br/>""The more you know, the less you tend to <i>do</i> something.""<br/><br/>""I'm always comparing life to a climb, not just because there's struggle, but also because I find at least as much joy in the climbing as in reaching the top.""<br/><br/>""You can have the greatest movie in the world, but if you don't get it out there, if people don't know about it, you have nothing.""<br/><br/><b>""Same with bodybuilding, same with politics. No matter what I did in life, I was aware that you had to sell it.""</b> <br/><br/>CHAPTER 18<br/><br/>""If you do something, you want to do it well.""<br/><br/>CHAPTER 23<br/><br/>""I never argued with people who underestimated me. If the accent and the muscles and the movies made people think I was stupid, it worked to my advantage.""<br/><br/>CHAPTER 29<br/><br/>""You'll get more for being a peacemaker than a warrior.""<br/><br/>CHAPTER 30<br/><br/><u><b>Arnold's Rules:</u></b><br/><br/> • <i><b> Turn your liabilities into assets. </b></i><br/>    ""It's easier to stand out when you aim straight for the top.""<br/> • <i><b> Never follow the crowd. Go where it's empty. </i></b><br/> • <i><b> No matter what you do in life, selling is part of it. </i></b><br/><br/>“Every time I meet a great person—and I never pass up the chance—I try to ask how they made good and to figure out the angle that has worked for them. I know that there are a thousand keys to success and I love distilling new rules from my experiences and theirs.”<br/><br/>(selections from) <u><b>10 PRINCIPLES:</u></b><br/><br/> • <i><b>""Never let pride get in your way.""</i></b><br/><br/> • <i><b>""Don't overthink.""</i></b><br/><br/><b>""If you think all the time, the mind cannot relax. The key thing is to let both the mind and the body float. This doesn't mean that you shouldn't use your brain, but part of us also needs to go through life instinctively. By not analyzing everything, you get rid of all the garbage that loads you up and bogs you down.""</b><br/><br/>""Turning off your mind is an art.""<br/><br/>""The more knowledge you have, the more you are free to rely on your instincts.""<br/><br/>""The more you know, the more you hesitate, which is why even the smartest people blow it big time.""<br/><br/>""A boxer brings a huge amount of knowledge to the ring. But if he were to think about any of those when the punch comes, it would be over. He has to use what he knows in a tenth of a second. <b>When you are not confident of your decision-making process, it will slow you down.</b>""<br/><br/>  • <i><b>""Forget Plan B.""</i></b><br/><br/>“If you’re anxious, instead of making fallback plans, think about the worst that can happen if you fail. How bad would it be? You quickly find out it’s really nothing.”<br/><br/> • <i><b>""Don't blame your parents."" </i></b><br/><br/>“Sometimes you have to appreciate the very people and circumstances that traumatized you. Today I hail the strictness of my father, and my whole upbringing, and the fact that I didn’t have anything that I wanted in Austria, because those were the very factors that made me hungry.”<br/><br/> • <i><b>""Stay hungry."" </i></b><br/><br/>“My father always told me, “Be useful. Do something.” He was right. If you have a talent or skill that makes you happy, use it to improve your neighborhood. And if you feel a desire to do more, then go all out. You’ll have plenty of time to rest when you’re in the grave. Live a risky life and a spicy life and like Eleanor Roosevelt said, every day do something that scares you.”",,,1,0
